date,TKA_turbine_flow_m3s,TKB_turbine_flow_m3s,OHA_turbine_flow_m3s,OHB_turbine_flow_m3s,OHC_turbine_flow_m3s,BEN_turbine_flow_m3s,AVI_turbine_flow_m3s,WTK_turbine_flow_m3s,TKA_accounting_release_m3s,TKA_release_minus_turbine_m3s,OHA_accounting_lake_release_m3s,PKI_canal_to_OHA_estimate_m3s,PKI_implied_outflow_from_balance_m3s,PKI_balance_residual_m3s,AVI_incremental_tributary_m3s,WTK_incremental_tributary_m3s,BEN_to_AVI_balance_residual_m3s,AVI_to_WTK_balance_residual_m3s
2024-10-01,0.0,119.81402,119.169128,124.5873,123.992,243.679285,240.668313,274.16166,-73.425926,-73.425926,11.678241,107.490888,78.167613,-29.323275,4.436,10.529,-7.446972,22.964347
2024-10-02,0.0,123.148199,164.221614,169.263,168.8363,169.716525,179.931081,221.117229,-70.358796,-70.358796,-7.847222,172.068836,129.33081,-42.738026,4.652,11.042,5.562556,30.144148
2024-10-03,0.0,123.317112,177.144678,176.82,176.1774,286.915749,325.892969,266.272772,-161.041667,-161.041667,-63.425926,240.570604,42.441667,-198.128937,6.493,15.411,32.48422,-75.031197
2024-10-04,0.0,123.33508,207.228814,215.1404,214.3081,299.411853,448.88775,429.318527,-177.210648,-177.210648,-24.965278,232.194092,59.702247,-172.491845,9.276,22.017,140.199897,-41.586223
2024-10-05,0.0,101.850397,8.290534,14.3834,14.5526,247.948421,366.020703,403.112653,-142.337963,-142.337963,-76.030093,84.320627,20.066119,-64.254508,10.911,25.897,107.161282,11.19495
2024-10-06,0.0,61.003435,41.77152,51.0073,50.6707,204.834868,273.802634,289.442126,-89.050926,-89.050926,-111.041667,152.813187,-28.220991,-181.034178,10.209,24.232,58.758766,-8.592508
2024-10-07,0.0,34.351278,91.982842,97.3209,97.4097,229.055517,287.921416,298.100098,-79.247685,-79.247685,-61.041667,153.024508,-9.705592,-162.7301,8.455,20.067,50.410898,-9.888318
2024-10-08,0.0,7.533517,116.17654,113.9241,115.9818,219.528296,261.566313,327.527441,-96.643519,-96.643519,-22.013889,138.190429,59.843091,-78.347338,8.023,19.043,34.015016,46.918129
2024-10-09,0.0,0.0,135.464483,138.7956,137.6791,281.228748,340.736031,304.873892,-117.534722,-117.534722,-17.986111,153.450594,-41.347648,-194.798243,8.541,20.273,50.966283,-56.135139
2024-10-10,0.0,60.099907,177.442047,174.077,177.47,363.677905,467.459584,445.226796,-120.520833,-120.520833,36.30787,141.134177,39.789148,-101.345029,8.018,19.031,95.76368,-41.263789
2024-10-11,0.0,22.817661,163.569933,160.0319,159.3619,343.008287,335.572,346.698536,-57.071759,-57.071759,31.550926,132.019007,16.991142,-115.027865,6.69,15.879,-14.126287,-4.752464
2024-10-12,0.0,0.0,62.083771,67.5436,66.0888,214.171403,232.030016,215.663516,-72.592593,-72.592593,26.689815,35.393956,25.693296,-9.70066,5.831,13.839,12.027612,-30.205499
2024-10-13,0.0,0.0,93.449374,99.8175,98.763,176.349262,186.834597,184.709822,-69.826389,-69.826389,-18.368056,111.817429,-0.050667,-111.868096,5.285,12.543,5.200335,-14.667775
2024-10-14,0.0,20.641806,186.169061,184.6614,182.5966,263.422123,321.835919,338.572809,-85.520833,-85.520833,37.662037,148.507024,36.906269,-111.600755,4.906,11.645,53.507796,5.091891
2024-10-15,0.0,51.879549,198.236898,202.1108,201.3473,275.726165,331.404763,336.698393,-67.118056,-67.118056,52.268519,145.968379,96.581345,-49.387034,4.486,10.647,51.192597,-5.35337
2024-10-16,0.0,61.143482,250.411671,250.6197,249.5315,362.277977,409.954341,395.187802,-60.856481,-60.856481,18.032407,232.379264,135.25063,-97.128633,4.129,9.799,43.547363,-24.565538
2024-10-17,0.0,61.809955,300.274592,307.6134,306.129,355.541999,410.144078,421.638735,-55.138889,-55.138889,17.581019,282.693573,213.927584,-68.765989,3.785,8.983,50.817079,2.511657
2024-10-18,0.0,91.088498,257.650508,250.1253,249.07,340.240384,414.845859,362.0088,-75.543981,-75.543981,4.884259,252.766249,229.942164,-22.824085,3.638,8.634,70.967476,-61.471059
2024-10-19,0.0,122.986,126.155968,127.1343,126.214,242.220093,246.645581,239.249265,-59.641204,-59.641204,-11.099537,137.255505,168.141815,30.88631,3.511,8.333,0.914488,-15.729316
2024-10-20,0.0,122.98613,125.288253,125.2942,123.9698,164.206197,187.474222,231.815303,-51.631944,-51.631944,-6.701389,131.989642,81.764241,-50.225401,3.539,8.4,19.729025,35.941081
2024-10-21,0.0,122.986811,188.731746,196.0522,194.7403,310.463442,366.607384,330.708838,-54.085648,-54.085648,-0.092593,188.824339,108.911681,-79.912657,3.778,8.967,52.365942,-44.865546
2024-10-22,0.0,122.986032,277.297924,278.3528,277.5014,379.029816,361.849569,360.724939,-56.423611,-56.423611,8.622685,268.675239,147.588144,-121.087096,4.306,10.22,-21.486247,-11.34463
2024-10-23,0.0,122.985546,222.751026,228.4258,226.5852,287.296204,390.539303,390.972998,-59.456019,-59.456019,65.648148,157.102878,145.341731,-11.761147,5.428,12.883,97.815099,-12.449306
2024-10-24,0.0,94.386287,201.400232,206.672,205.1154,250.925662,308.390222,317.683477,-73.078704,-73.078704,-0.451389,201.85162,100.634731,-101.216889,9.862,23.408,47.60256,-14.114744
2024-10-25,0.0,80.558367,200.119097,201.3322,199.2851,297.225384,238.729684,269.615229,-257.592593,-257.592593,-351.979167,552.098264,72.825867,-479.272397,18.974,45.034,-77.4697,-14.148455
2024-10-26,0.0,0.885722,194.204185,201.646,199.5002,346.887185,377.073181,318.705583,-339.479167,-339.479167,-162.939815,357.144,3.441759,-353.702241,19.435,46.129,10.750997,-104.496598
2024-10-27,0.0,0.0,189.264213,191.5093,189.3081,441.787602,492.388969,526.077431,-261.805556,-261.805556,-33.368056,222.632269,-102.495,-325.127269,12.844,30.486,37.757366,3.202462
2024-10-28,0.0,2.5466,199.881418,201.9855,199.5854,435.604267,476.939472,441.530108,-174.895833,-174.895833,37.8125,162.068919,-27.877696,-189.946614,10.901,25.874,30.434205,-61.283364
2024-10-29,0.0,21.499473,176.893762,181.1788,178.6379,385.820422,482.101622,522.321405,-165.324074,-165.324074,56.122685,120.771077,-4.32149,-125.092567,10.193,24.193,86.0882,16.026783
2024-10-30,0.0,85.731225,195.944359,198.3239,197.0347,371.710772,446.069638,407.491858,-174.097222,-174.097222,34.872685,161.071674,29.369576,-131.702098,9.813,23.29,64.545865,-61.867779
2024-10-31,0.0,87.96773,140.000942,151.5514,149.6467,328.023837,332.949941,353.277619,-145.127315,-145.127315,46.759259,93.241683,5.543674,-87.698009,10.124,24.029,-5.197896,-3.701322
2024-11-01,0.0,101.456624,108.637504,114.9356,113.5029,368.001159,399.822331,324.966398,-130.092593,-130.092593,-35.613426,144.25093,1.337457,-142.913473,10.612,25.187,21.209173,-100.042934
2024-11-02,0.0,86.780767,96.282871,104.5203,102.9345,156.559338,214.754766,266.997416,-129.94213,-129.94213,-56.469907,152.752778,4.16336,-148.589418,10.123,24.026,48.072427,28.216651
2024-11-03,0.0,122.213795,110.154735,117.5166,115.4278,242.978608,250.416681,243.022245,-124.166667,-124.166667,-24.513889,134.668624,-1.263298,-135.931922,8.901,21.127,-1.462926,-28.521436
2024-11-04,0.0,122.010794,187.960934,196.8168,195.2254,312.706271,398.252831,399.21252,-102.662037,-102.662037,29.131944,158.82899,30.972757,-127.856232,7.538,17.891,78.00856,-16.931311
2024-11-05,0.0,122.208897,174.602556,185.0472,183.5148,397.754659,426.1558,421.698844,-100.3125,-100.3125,51.099537,123.503019,9.087601,-114.415418,7.728,18.343,20.673141,-22.799956
2024-11-06,0.0,122.207211,248.866135,250.9244,249.712,435.524212,487.68235,496.94421,-110.092593,-110.092593,32.627315,216.23882,37.796859,-178.441961,8.667,20.572,43.491138,-11.31014
2024-11-07,0.0,122.205167,226.712311,225.5639,224.6666,395.257854,443.114328,436.30116,-115.25463,-115.25463,56.296296,170.416014,70.700945,-99.715069,8.619,20.456,39.237474,-27.269168
2024-11-08,0.827649,122.265558,189.737905,202.2052,201.6538,407.622588,379.371666,368.726338,-127.592593,-128.420242,20.752315,168.985591,69.275336,-99.710255,10.329,24.515,-38.579922,-35.160328
2024-11-09,11.042916,116.61872,206.949926,226.8009,226.5757,385.772011,460.560234,445.965568,-361.782407,-372.825324,-495.601852,702.551778,216.901832,-485.649947,25.618,60.805,49.170223,-75.399666
2024-11-10,0.0,122.473521,218.621493,281.9831,280.3054,453.108608,475.207916,450.683591,-627.199074,-627.199074,-443.541667,662.16316,-0.735701,-662.898861,29.14,69.163,-7.040692,-93.687324
2024-11-11,43.941653,122.086072,217.752196,279.0577,277.0669,394.725645,419.335328,458.24034,-278.506944,-322.448598,-59.710648,277.462845,-118.453761,-395.916606,15.71,37.287,8.899683,1.618012
2024-11-12,34.738476,118.940071,227.452736,275.1126,273.8902,518.235243,581.337828,511.864794,-163.148148,-197.886624,35.011574,192.441162,-61.600577,-254.041739,10.939,25.963,52.163585,-95.436034
2024-11-13,64.578876,115.212379,275.198526,304.8197,303.6148,467.299994,553.309622,531.113466,-96.840278,-161.419154,64.733796,210.46473,1.656712,-208.808018,8.919,21.17,77.090628,-43.366156
2024-11-14,114.218982,112.088822,219.976553,235.4588,236.106,481.405515,437.975425,436.862689,-30.266204,-144.485186,73.217593,146.758961,39.270729,-107.488232,8.066,19.144,-51.49609,-20.256736
2024-11-15,114.769612,112.090411,216.209241,218.7259,219.3695,402.824759,422.451484,410.22321,-110.347222,-225.116834,33.125,183.084241,-10.538571,-193.622812,8.198,19.459,11.428726,-31.687274
2024-11-16,115.350025,112.088659,236.950063,239.5215,239.8679,221.724651,253.524506,364.520524,-141.956019,-257.306044,38.206019,198.744044,37.571067,-161.172977,8.28,19.653,23.519855,91.343017
2024-11-17,116.233473,112.866573,223.370156,227.2946,227.0239,234.488389,292.372453,224.115217,-76.180556,-192.414028,72.465278,150.904878,17.218721,-133.686157,7.316,17.363,50.568064,-85.620236
2024-11-18,119.295398,117.334427,235.603494,233.7767,233.2019,420.276714,502.955681,445.289216,-31.087963,-150.383361,90.833333,144.770161,12.349519,-132.420641,6.276,14.897,76.402967,-72.563465
2024-11-19,95.813165,90.660378,270.065664,274.4746,273.4442,410.206532,456.883062,464.560236,-18.854167,-114.667331,77.395833,192.669831,17.829211,-174.84062,5.758,13.666,40.918531,-5.988827
2024-11-20,119.144688,115.86351,266.352881,270.5555,270.102,307.784308,364.376356,364.423425,-7.465278,-126.609965,69.872685,196.480195,113.068973,-83.411222,5.617,13.332,50.975049,-13.284931
2024-11-21,118.747818,115.828807,267.114368,268.8856,268.9859,409.593809,396.757238,367.023771,16.909722,-101.838096,28.842593,238.271776,122.23201,-116.039765,5.555,13.185,-18.391571,-42.918467
2024-11-22,118.730594,115.845866,262.174979,258.5802,262.2839,380.329865,428.815753,420.384928,19.780093,-98.950501,4.282407,257.892572,165.995126,-91.897446,5.178,12.29,43.307888,-20.720825
2024-11-23,114.768177,110.943828,310.387635,314.8856,314.4447,286.08839,294.348975,295.017598,26.863426,-87.904751,-8.634259,319.021894,200.215828,-118.806067,4.845,11.499,3.415585,-10.830377
2024-11-24,118.644474,115.835228,228.772831,232.6226,232.61,311.592933,356.895834,337.700719,34.988426,-83.656048,-14.502315,243.275146,218.094525,-25.180622,4.62,10.964,40.682901,-30.159116
2024-11-25,118.863003,116.282549,230.654615,234.3109,234.3801,406.378287,384.999291,367.403175,40.752315,-78.110689,-4.791667,235.446281,154.41353,-81.032751,4.472,10.614,-25.850997,-28.210116
2024-11-26,119.325719,117.009996,281.835715,283.9829,284.2392,417.818178,512.530437,507.051727,40.543981,-78.781738,-11.134259,292.969975,176.394681,-116.575293,4.68,11.107,90.032259,-16.58571
2024-11-27,94.977263,89.98677,371.619009,371.5569,370.3256,392.134567,390.614956,368.927214,27.395833,-67.581429,-10.902778,382.521787,246.492288,-136.029498,4.996,11.859,-6.51561,-33.546742
2024-11-28,93.09572,87.686403,328.562026,326.7109,324.0569,259.234214,348.376863,354.261964,-4.872685,-97.968405,-6.157407,334.719433,233.711922,-101.007511,5.251,12.462,83.891648,-6.576899
2024-11-29,118.680357,115.806655,329.201136,329.3492,327.9833,402.432074,375.088194,379.567491,8.240741,-110.439617,-18.217593,347.418729,228.054969,-119.363759,5.588,13.264,-32.93188,-8.784703
2024-11-30,118.334262,115.81846,222.637806,222.3799,221.3821,335.610768,345.581056,367.002964,10.9375,-107.396763,-18.611111,241.248917,191.688571,-49.560346,5.426,12.877,4.544288,8.544907
2024-12-01,118.464878,115.794881,218.090691,217.197,215.9056,292.545881,334.652606,317.162278,7.650463,-110.814415,-6.990741,225.081432,134.435289,-90.646143,4.908,11.65,37.198726,-29.140328
2024-12-02,118.938179,116.655857,354.972672,355.5011,353.8715,389.157224,371.325559,356.956069,20.543981,-98.394198,-14.212963,369.185635,162.528968,-206.656667,4.709,11.178,-22.540665,-25.547491
2024-12-03,119.742683,118.310021,270.180466,276.3404,273.0501,324.886077,348.106903,366.317878,20.173611,-99.569072,-19.756944,289.93741,232.657058,-57.280352,4.677,11.1,18.543826,7.110975
2024-12-04,119.720795,118.305805,276.539017,271.6852,266.788,374.424813,429.514772,445.839699,4.965278,-114.755517,-67.141204,343.680221,203.065083,-140.615138,5.262,12.489,49.827959,3.835928
2024-12-05,119.929277,118.255598,275.332892,275.6312,269.9022,348.116249,348.751903,346.581915,-39.988426,-159.917703,-73.194444,348.527336,190.099358,-158.427978,6.657,15.799,-6.021346,-17.968988
2024-12-06,120.224597,118.209413,356.159234,358.2134,354.4439,450.701998,476.747719,454.576275,-48.831019,-169.055615,16.041667,340.117568,144.658043,-195.459525,6.613,15.696,19.43272,-37.867444
2024-12-07,112.001931,112.622609,245.68765,249.5134,249.1188,321.595698,388.291747,411.70692,-22.685185,-134.687116,64.351852,181.335798,98.900221,-82.435577,5.334,12.66,61.362049,10.755173
2024-12-08,118.211721,117.836787,226.627729,215.6435,214.7303,259.257961,313.504266,285.019252,-13.888889,-132.10061,17.5,209.127729,79.71699,-129.410738,5.009,11.89,49.237305,-40.375013
2024-12-09,120.552391,118.317708,294.447924,292.9295,291.6783,358.189794,355.2918,352.587652,-39.94213,-160.49452,-64.039352,358.487276,152.568541,-205.918734,5.408,12.836,-8.305994,-15.540148
2024-12-10,121.012415,118.543379,416.900682,429.39,427.8377,433.668258,427.713744,431.934542,-52.615741,-173.628156,-19.664352,436.565034,219.862101,-216.702932,5.527,13.118,-11.481514,-8.897202
2024-12-11,121.696531,119.772538,390.251608,389.2018,388.0694,447.538148,481.736659,437.872721,-6.446759,-128.14329,26.134259,364.117348,234.244445,-129.872903,4.848,11.506,29.350511,-55.369938
2024-12-12,120.60801,117.880182,393.430259,385.7216,384.2788,456.253807,468.662106,463.297438,22.453704,-98.154306,12.569444,380.860815,286.623571,-94.237243,4.313,10.237,8.095299,-15.601668
2024-12-13,121.607361,119.868735,309.422851,309.3519,307.6062,406.567292,492.609075,507.577294,40.023148,-81.584213,-43.136574,352.559425,275.574124,-76.985301,4.378,10.391,81.663783,4.577219
2024-12-14,118.597826,119.420604,248.534384,251.5002,249.9877,315.044138,320.303909,302.147421,13.275463,-105.322363,-61.157407,309.691791,199.46027,-110.231521,5.343,12.683,-0.083228,-30.839489
2024-12-15,119.085839,119.144012,324.506419,331.3514,329.059,316.83089,357.231637,326.048355,-72.002315,-191.088154,-188.009259,512.515678,148.99966,-363.516018,6.847,16.251,33.553748,-47.434282
2024-12-16,121.749818,118.77917,358.773118,357.8276,355.8128,409.098749,444.622419,419.222055,-64.444444,-186.194262,2.083333,356.689784,162.61467,-194.075115,6.647,15.778,28.87667,-41.178364
2024-12-17,121.882765,119.093968,222.726884,218.2919,217.1315,360.547127,397.249991,433.540781,-22.916667,-144.799432,33.969907,188.756976,66.421819,-122.335157,5.567,13.213,31.135864,23.077791
2024-12-18,122.008895,119.094714,267.288444,271.7056,269.8394,310.684703,299.723437,285.827381,10.439815,-111.56908,30.810185,236.478259,58.081658,-178.396601,5.039,11.96,-16.000266,-25.856056
2024-12-19,121.985571,119.096562,266.815251,268.212,267.0257,290.896003,340.019544,316.624639,30.972222,-91.013349,35.381944,231.433307,106.627229,-124.806078,4.537,10.769,44.586541,-34.163905
2024-12-20,121.647909,119.099254,268.235329,274.9217,273.7795,319.32744,324.920766,330.241069,35.0,-86.647909,21.342593,246.892737,159.86855,-87.024186,4.239,10.061,1.354325,-4.740697
2024-12-21,112.953736,111.299524,188.866861,186.0411,184.5525,199.283468,269.175297,273.951536,22.025463,-90.928273,-7.824074,196.690935,127.532524,-69.158411,4.144,9.837,65.747829,-5.060761
2024-12-22,121.353666,119.094908,190.718591,196.6181,194.3891,295.488419,280.859606,250.403291,28.344907,-93.008758,-16.331019,207.049609,66.145871,-140.903738,4.052,9.618,-18.680812,-40.074315
2024-12-23,121.371248,119.34552,293.87583,294.7366,292.0283,365.488505,417.361494,408.19698,35.810185,-85.561063,-13.090278,306.966108,170.73002,-136.236087,3.843,9.12,48.029989,-18.284514
2024-12-24,121.484819,119.872108,330.964454,330.2132,326.7741,446.892761,453.343625,452.94255,43.865741,-77.619078,-31.736111,362.700565,232.917404,-129.783161,3.577,8.491,2.873864,-8.892075
2024-12-25,120.258506,118.315113,305.794566,308.8289,305.0431,345.893548,385.320581,371.506496,40.717593,-79.540914,-10.949074,316.74364,283.371113,-33.372527,3.65,8.664,35.777033,-22.478085
2024-12-26,120.559209,119.093935,251.084831,258.0146,254.5623,332.837616,391.260897,398.921738,31.423611,-89.135597,-12.141204,263.226034,178.708509,-84.517525,4.191,9.948,54.232281,-2.287159
2024-12-27,68.999165,59.22771,204.221824,202.9067,199.2946,358.346236,365.518544,366.747116,-2.453704,-71.452868,7.893519,196.328305,54.259414,-142.068891,4.394,10.429,2.778308,-9.200427
2024-12-28,103.67915,98.616501,210.316223,217.5592,213.9005,356.262193,410.7446,444.015373,-11.678241,-115.357391,-13.252315,223.568538,139.719094,-83.849444,3.996,9.485,50.486407,23.785773
2024-12-29,120.732525,119.094551,235.330101,240.8944,236.8844,406.360656,433.841109,372.525262,31.990741,-88.741784,-1.342593,236.672694,171.896644,-64.77605,3.674,8.72,23.806454,-70.035847
2024-12-30,120.599039,119.095492,304.509352,305.403,301.5824,393.573528,451.916294,408.646768,23.738426,-96.860613,-21.840278,326.34963,191.654233,-134.695398,3.795,9.006,54.547766,-52.275526
2024-12-31,116.036653,114.206718,225.631393,228.3467,224.3833,411.773195,477.900522,456.717842,1.550926,-114.485727,-14.155093,239.786485,163.357607,-76.428878,3.748,8.897,62.379327,-30.07968
