date,TKA_generation_mwh,TKA_implied_turbine_flow_m3s,TKB_generation_mwh,TKB_implied_turbine_flow_m3s,OHA_generation_mwh,OHA_implied_turbine_flow_m3s,OHB_generation_mwh,OHB_implied_turbine_flow_m3s,OHC_generation_mwh,OHC_implied_turbine_flow_m3s,BEN_generation_mwh,BEN_implied_turbine_flow_m3s,AVI_generation_mwh,AVI_implied_turbine_flow_m3s,WTK_generation_mwh,WTK_implied_turbine_flow_m3s,BEN_derived_tributary_flow_m3s,AVI_derived_tributary_flow_m3s,WTK_derived_tributary_flow_m3s
2024-10-05,0.0,0.0,3140.3,101.850397,99.586,8.290534,143.834,14.3834,145.526,14.5526,4865.709,247.948421,2723.875,366.020703,1569.295,403.112653,131.455,10.911,25.897
2024-10-06,0.0,0.0,1880.887,61.003435,501.76,41.77152,510.073,51.0073,506.707,50.6707,4019.654,204.834868,2037.601,273.802634,1126.782,289.442126,123.006,10.209,24.232
2024-10-07,0.0,0.0,1059.135,34.351278,1104.899,91.982842,973.209,97.3209,974.097,97.4097,4494.957,229.055517,2142.671,287.921416,1160.487,298.100098,101.865,8.455,20.067
2024-10-08,0.0,0.0,232.277,7.533517,1395.514,116.17654,1139.241,113.9241,1159.818,115.9818,4307.996,219.528296,1946.54,261.566313,1275.046,327.527441,96.665,8.023,19.043
2024-10-09,0.0,0.0,0.0,0.0,1627.201,135.464483,1387.956,138.7956,1376.791,137.6791,5518.798,281.228748,2535.71,340.736031,1186.857,304.873892,102.908,8.541,20.273
2024-10-10,0.0,0.0,1853.029,60.099907,2131.436,177.442047,1740.77,174.077,1774.7,177.47,7136.77,363.677905,3478.769,467.459584,1733.243,445.226796,96.606,8.018,19.031
2024-10-11,0.0,0.0,703.525,22.817661,1964.804,163.569933,1600.319,160.0319,1593.619,159.3619,6731.152,343.008287,2497.28,335.572,1349.678,346.698536,80.606,6.69,15.879
2024-10-12,0.0,0.0,0.0,0.0,745.751,62.083771,675.436,67.5436,660.888,66.0888,4202.873,214.171403,1726.735,232.030016,839.566,215.663516,70.247,5.831,13.839
2024-10-13,0.0,0.0,0.0,0.0,1122.515,93.449374,998.175,99.8175,987.63,98.763,3460.656,176.349262,1390.397,186.834597,719.065,184.709822,63.671,5.285,12.543
2024-10-14,0.0,0.0,636.438,20.641806,2236.265,186.169061,1846.614,184.6614,1825.966,182.5966,5169.363,263.422123,2395.058,321.835919,1318.045,338.572809,59.111,4.906,11.645
2024-10-15,0.0,0.0,1599.575,51.879549,2381.224,198.236898,2021.108,202.1108,2013.473,201.3473,5410.816,275.726165,2466.268,331.404763,1310.748,336.698393,54.044,4.486,10.647
2024-10-16,0.0,0.0,1885.205,61.143482,3007.948,250.411671,2506.197,250.6197,2495.315,249.5315,7109.298,362.277977,3050.823,409.954341,1538.444,395.187802,49.741,4.129,9.799
2024-10-17,0.0,0.0,1905.754,61.809955,3606.902,300.274592,3076.134,307.6134,3061.29,306.129,6977.112,355.541999,3052.235,410.144078,1641.416,421.638735,45.6,3.785,8.983
2024-10-18,0.0,0.0,2808.484,91.088498,3094.901,257.650508,2501.253,250.1253,2490.7,249.07,6676.835,340.240384,3087.225,414.845859,1409.28,362.0088,43.829,3.638,8.634
2024-10-19,0.0,0.0,3791.963,122.986,1515.387,126.155968,1271.343,127.1343,1262.14,126.214,4753.297,242.220093,1835.502,246.645581,931.384,239.249265,42.302,3.511,8.333
2024-10-20,0.0,0.0,3791.967,122.98613,1504.964,125.288253,1252.942,125.2942,1239.698,123.9698,3222.362,164.206197,1395.157,187.474222,902.444,231.815303,42.642,3.539,8.4
2024-10-21,0.0,0.0,3791.988,122.986811,2267.048,188.731746,1960.522,196.0522,1947.403,194.7403,6092.496,310.463442,2728.241,366.607384,1287.431,330.708838,45.516,3.778,8.967
2024-10-22,0.0,0.0,3791.964,122.986032,3330.906,277.297924,2783.528,278.3528,2775.014,277.5014,7438.034,379.029816,2692.834,361.849569,1404.282,360.724939,51.878,4.306,10.22
2024-10-23,0.0,0.0,3791.949,122.985546,2675.688,222.751026,2284.258,228.4258,2265.852,226.5852,5637.865,287.296204,2906.339,390.539303,1522.036,390.972998,65.398,5.428,12.883
2024-10-24,0.0,0.0,2910.163,94.386287,2419.222,201.400232,2066.72,206.672,2051.154,205.1154,4924.134,250.925662,2294.997,308.390222,1236.724,317.683477,118.821,9.862,23.408
2024-10-25,0.0,0.0,2483.814,80.558367,2403.833,200.119097,2013.322,201.3322,1992.851,199.2851,5832.714,297.225384,1776.593,238.729684,1049.597,269.615229,228.598,18.974,45.034
2024-10-26,0.0,0.0,27.309,0.885722,2332.783,194.204185,2016.46,201.646,1995.002,199.5002,6807.271,346.887185,2806.126,377.073181,1240.703,318.705583,234.156,19.435,46.129
2024-10-27,0.0,0.0,0.0,0.0,2273.444,189.264213,1915.093,191.5093,1893.081,189.3081,8669.585,441.787602,3664.29,492.388969,2047.99,526.077431,154.75,12.844,30.486
2024-10-28,0.0,0.0,78.518,2.5466,2400.978,199.881418,2019.855,201.9855,1995.854,199.5854,8548.244,435.604267,3549.317,476.939472,1718.852,441.530108,131.339,10.901,25.874
2024-10-29,0.0,0.0,662.882,21.499473,2124.85,176.893762,1811.788,181.1788,1786.379,178.6379,7571.292,385.820422,3587.733,482.101622,2033.368,522.321405,122.808,10.193,24.193
2024-10-30,0.0,0.0,2643.306,85.731225,2353.686,195.944359,1983.239,198.3239,1970.347,197.0347,7294.406,371.710772,3319.588,446.069638,1586.343,407.491858,118.224,9.813,23.29
2024-10-31,0.0,0.0,2712.263,87.96773,1681.693,140.000942,1515.514,151.5514,1496.467,149.6467,6437.099,328.023837,2477.767,332.949941,1375.29,353.277619,121.976,10.124,24.029
2024-11-01,0.0,0.0,3128.159,101.456624,1304.955,108.637504,1149.356,114.9356,1135.029,113.5029,7221.609,368.001159,2975.422,399.822331,1265.076,324.966398,127.851,10.612,25.187
2024-11-02,0.0,0.0,2675.666,86.780767,1156.551,96.282871,1045.203,104.5203,1029.345,102.9345,3072.301,156.559338,1598.175,214.754766,1039.406,266.997416,121.96,10.123,24.026
2024-11-03,0.0,0.0,3768.154,122.213795,1323.18,110.154735,1175.166,117.5166,1154.278,115.4278,4768.182,242.978608,1863.566,250.416681,946.072,243.022245,107.242,8.901,21.127
2024-11-04,0.0,0.0,3761.895,122.010794,2257.789,187.960934,1968.168,196.8168,1952.254,195.2254,6136.509,312.706271,2963.742,398.252831,1554.112,399.21252,90.818,7.538,17.891
2024-11-05,0.0,0.0,3768.003,122.208897,2097.328,174.602556,1850.472,185.0472,1835.148,183.5148,7805.488,397.754659,3171.392,426.1558,1641.65,421.698844,93.111,7.728,18.343
2024-11-06,0.0,0.0,3767.951,122.207211,2989.383,248.866135,2509.244,250.9244,2497.12,249.712,8546.673,435.524212,3629.264,487.68235,1934.576,496.94421,104.426,8.667,20.572
2024-11-07,0.0,0.0,3767.888,122.205167,2723.271,226.712311,2255.639,225.5639,2246.666,224.6666,7756.491,395.257854,3297.595,443.114328,1698.496,436.30116,103.84,8.619,20.456
2024-11-08,4.613,0.827649,3769.75,122.265558,2279.134,189.737905,2022.052,202.2052,2016.538,201.6538,7999.135,407.622588,2823.231,379.371666,1435.431,368.726338,124.442,10.329,24.515
2024-11-09,61.549,11.042916,3595.644,116.61872,2485.885,206.949926,2268.009,226.8009,2265.757,226.5757,7570.342,385.772011,3427.425,460.560234,1736.119,445.965568,308.655,25.618,60.805
2024-11-10,0.0,0.0,3776.162,122.473521,2626.084,218.621493,2819.831,281.9831,2803.054,280.3054,8891.747,453.108608,3536.431,475.207916,1754.486,450.683591,351.079,29.14,69.163
2024-11-11,244.914,43.941653,3764.216,122.086072,2615.642,217.752196,2790.577,279.0577,2770.669,277.0669,7746.047,394.725645,3120.635,419.335328,1783.904,458.24034,189.274,15.71,37.287
2024-11-12,193.619,34.738476,3667.217,118.940071,2732.165,227.452736,2751.126,275.1126,2738.902,273.8902,10169.784,518.235243,4326.235,581.337828,1992.661,511.864794,131.791,10.939,25.963
2024-11-13,359.938,64.578876,3552.283,115.212379,3305.688,275.198526,3048.197,304.8197,3036.148,303.6148,9170.237,467.299994,4117.653,553.309622,2067.595,531.113466,107.46,8.919,21.17
2024-11-14,636.613,114.218982,3455.976,112.088822,2642.361,219.976553,2354.588,235.4588,2361.06,236.106,9447.042,481.405515,3259.352,437.975425,1700.682,436.862689,97.18,8.066,19.144
2024-11-15,639.682,114.769612,3456.025,112.090411,2597.108,216.209241,2187.259,218.7259,2193.695,219.3695,7904.983,402.824759,3143.825,422.451484,1596.976,410.22321,98.777,8.198,19.459
2024-11-16,642.917,115.350025,3455.971,112.088659,2846.247,236.950063,2395.215,239.5215,2398.679,239.8679,4351.097,221.724651,1886.694,253.524506,1419.058,364.520524,99.762,8.28,19.653
2024-11-17,647.841,116.233473,3479.956,112.866573,2683.125,223.370156,2272.946,227.2946,2270.239,227.0239,4601.571,234.488389,2175.795,292.372453,872.468,224.115217,88.139,7.316,17.363
2024-11-18,664.907,119.295398,3617.711,117.334427,2830.072,235.603494,2337.767,233.7767,2332.019,233.2019,8247.458,420.276714,3742.926,502.955681,1733.486,445.289216,75.62,6.276,14.897
2024-11-19,534.026,95.813165,2795.284,90.660378,3244.032,270.065664,2744.746,274.4746,2734.442,273.4442,8049.842,410.206532,3400.06,456.883062,1808.507,464.560236,69.373,5.758,13.666
2024-11-20,664.067,119.144688,3572.359,115.86351,3199.434,266.352881,2705.555,270.5555,2701.02,270.102,6039.921,307.784308,2711.638,364.376356,1418.68,364.423425,67.677,5.617,13.332
2024-11-21,661.855,118.747818,3571.289,115.828807,3208.581,267.114368,2688.856,268.8856,2689.859,268.9859,8037.818,409.593809,2952.612,396.757238,1428.803,367.023771,66.931,5.555,13.185
2024-11-22,661.759,118.730594,3571.815,115.845866,3149.249,262.174979,2585.802,258.5802,2622.839,262.2839,7463.546,380.329865,3191.187,428.815753,1636.535,420.384928,62.384,5.178,12.29
2024-11-23,639.674,114.768177,3420.673,110.943828,3728.38,310.387635,3148.856,314.8856,3144.447,314.4447,5614.163,286.08839,2190.504,294.348975,1148.487,295.017598,58.371,4.845,11.499
2024-11-24,661.279,118.644474,3571.487,115.835228,2748.022,228.772831,2326.226,232.6226,2326.1,232.61,6114.661,311.592933,2655.969,356.895834,1314.65,337.700719,55.657,4.62,10.964
2024-11-25,662.497,118.863003,3585.279,116.282549,2770.626,230.654615,2343.109,234.3109,2343.801,234.3801,7974.717,406.378287,2865.111,384.999291,1430.28,367.403175,53.877,4.472,10.614
2024-11-26,665.076,119.325719,3607.708,117.009996,3385.414,281.835715,2839.829,283.9829,2842.392,284.2392,8199.212,417.818178,3814.18,512.530437,1973.924,507.051727,56.38,4.68,11.107
2024-11-27,529.367,94.977263,2774.515,89.98677,4463.892,371.619009,3715.569,371.5569,3703.256,370.3256,7695.2,392.134567,2906.902,390.614956,1436.213,368.927214,60.196,4.996,11.859
2024-11-28,518.88,93.09572,2703.589,87.686403,3946.691,328.562026,3267.109,326.7109,3240.569,324.0569,5087.18,259.234214,2592.572,348.376863,1379.122,354.261964,63.261,5.251,12.462
2024-11-29,661.479,118.680357,3570.606,115.806655,3954.368,329.201136,3293.492,329.3492,3279.833,327.9833,7897.277,402.432074,2791.354,375.088194,1477.635,379.567491,67.33,5.588,13.264
2024-11-30,659.55,118.334262,3570.97,115.81846,2674.328,222.637806,2223.799,222.3799,2213.821,221.3821,6585.984,335.610768,2571.766,345.581056,1428.722,367.002964,65.368,5.426,12.877
2024-12-01,660.278,118.464878,3570.243,115.794881,2619.708,218.090691,2171.97,217.197,2159.056,215.9056,5740.884,292.545881,2490.438,334.652606,1234.695,317.162278,59.137,4.908,11.65
2024-12-02,662.916,118.938179,3596.789,116.655857,4263.936,354.972672,3555.011,355.5011,3538.715,353.8715,7636.773,389.157224,2763.353,371.325559,1389.61,356.956069,56.739,4.709,11.178
2024-12-03,667.4,119.742683,3647.791,118.310021,3245.411,270.180466,2763.404,276.3404,2730.501,273.0501,6375.524,324.886077,2590.563,348.106903,1426.055,366.317878,56.344,4.677,11.1
2024-12-04,667.278,119.720795,3647.661,118.305805,3321.79,276.539017,2716.852,271.6852,2667.88,266.788,7347.666,374.424813,3196.389,429.514772,1735.629,445.839699,63.396,5.262,12.489
2024-12-05,668.44,119.929277,3646.113,118.255598,3307.302,275.332892,2756.312,275.6312,2699.022,269.9022,6831.39,348.116249,2595.363,348.751903,1349.224,346.581915,80.2,6.657,15.799
2024-12-06,670.086,120.224597,3644.689,118.209413,4278.189,356.159234,3582.134,358.2134,3544.439,354.4439,8844.52,450.701998,3547.89,476.747719,1769.64,454.576275,79.674,6.613,15.696
2024-12-07,624.256,112.001931,3472.434,112.622609,2951.203,245.68765,2495.134,249.5134,2491.188,249.1188,6310.954,321.595698,2889.613,388.291747,1602.752,411.70692,64.262,5.334,12.66
2024-12-08,658.867,118.211721,3633.2,117.836787,2722.255,226.627729,2156.435,215.6435,2147.303,214.7303,5087.646,259.257961,2333.055,313.504266,1109.564,285.019252,60.353,5.009,11.89
2024-12-09,671.913,120.552391,3648.028,118.317708,3536.912,294.447924,2929.295,292.9295,2916.783,291.6783,7029.072,358.189794,2644.032,355.2918,1372.604,352.587652,65.159,5.408,12.836
2024-12-10,674.477,121.012415,3654.986,118.543379,5007.816,416.900682,4293.9,429.39,4278.377,427.8377,8510.252,433.668258,3182.986,427.713744,1681.497,431.934542,66.59,5.527,13.118
2024-12-11,678.29,121.696531,3692.884,119.772538,4687.707,390.251608,3892.018,389.2018,3880.694,388.0694,8782.433,447.538148,3585.017,481.736659,1704.614,437.872721,58.404,4.848,11.506
2024-12-12,672.223,120.60801,3634.538,117.880182,4725.889,393.430259,3857.216,385.7216,3842.788,384.2788,8953.468,456.253807,3487.718,468.662106,1803.591,463.297438,51.964,4.313,10.237
2024-12-13,677.793,121.607361,3695.85,119.868735,3716.791,309.422851,3093.519,309.3519,3076.062,307.6062,7978.426,406.567292,3665.928,492.609075,1975.97,507.577294,52.746,4.378,10.391
2024-12-14,661.019,118.597826,3682.033,119.420604,2985.398,248.534384,2515.002,251.5002,2499.877,249.9877,6182.387,315.044138,2383.657,320.303909,1176.243,302.147421,64.379,5.343,12.683
2024-12-15,663.739,119.085839,3673.505,119.144012,3897.975,324.506419,3313.514,331.3514,3290.59,329.059,6217.45,316.83089,2658.468,357.231637,1269.288,326.048355,82.492,6.847,16.251
2024-12-16,678.587,121.749818,3662.256,118.77917,4309.587,358.773118,3578.276,357.8276,3558.128,355.8128,8028.103,409.098749,3308.818,444.622419,1632.008,419.222055,80.09,6.647,15.778
2024-12-17,679.328,121.882765,3671.962,119.093968,2675.398,222.726884,2182.919,218.2919,2171.315,217.1315,7075.332,360.547127,2956.279,397.249991,1687.75,433.540781,67.071,5.567,13.213
2024-12-18,680.031,122.008895,3671.985,119.094714,3210.672,267.288444,2717.056,271.7056,2698.394,269.8394,6096.838,310.684703,2230.5,299.723437,1112.71,285.827381,60.712,5.039,11.96
2024-12-19,679.901,121.985571,3672.042,119.096562,3204.988,266.815251,2682.12,268.212,2670.257,267.0257,5708.507,290.896003,2530.378,340.019544,1232.602,316.624639,54.666,4.537,10.769
2024-12-20,678.019,121.647909,3672.125,119.099254,3222.046,268.235329,2749.217,274.9217,2737.795,273.7795,6266.442,319.32744,2418.015,324.920766,1285.61,330.241069,51.073,4.239,10.061
2024-12-21,629.561,112.953736,3431.64,111.299524,2268.671,188.866861,1860.411,186.0411,1845.525,184.5525,3910.714,199.283468,2003.165,269.175297,1066.478,273.951536,49.932,4.144,9.837
2024-12-22,676.379,121.353666,3671.991,119.094908,2290.914,190.718591,1966.181,196.6181,1943.891,194.3891,5798.628,295.488419,2090.118,280.859606,974.806,250.403291,48.82,4.052,9.618
2024-12-23,676.477,121.371248,3679.718,119.34552,3530.04,293.87583,2947.366,294.7366,2920.283,292.0283,7172.301,365.488505,3105.946,417.361494,1589.088,408.19698,46.296,3.843,9.12
2024-12-24,677.11,121.484819,3695.954,119.872108,3975.549,330.964454,3302.132,330.2132,3267.741,326.7741,8769.768,446.892761,3373.72,453.343625,1763.28,452.94255,43.099,3.577,8.491
2024-12-25,670.275,120.258506,3647.948,118.315113,3673.208,305.794566,3088.289,308.8289,3050.431,305.0431,6787.772,345.893548,2867.502,385.320581,1446.254,371.506496,43.98,3.65,8.664
2024-12-26,671.951,120.559209,3671.961,119.093935,3016.034,251.084831,2580.146,258.0146,2545.623,254.5623,6531.564,332.837616,2911.709,391.260897,1552.98,398.921738,50.497,4.191,9.948
2024-12-27,384.575,68.999165,1826.137,59.22771,2453.115,204.221824,2029.067,202.9067,1992.946,199.2946,7032.142,358.346236,2720.138,365.518544,1427.726,366.747116,52.94,4.394,10.429
2024-12-28,577.868,103.67915,3040.591,98.616501,2526.321,210.316223,2175.592,217.5592,2139.005,213.9005,6991.245,356.262193,3056.704,410.7446,1728.527,444.015373,48.147,3.996,9.485
2024-12-29,672.917,120.732525,3671.98,119.094551,2826.788,235.330101,2408.944,240.8944,2368.844,236.8844,7974.371,406.360656,3228.585,433.841109,1450.22,372.525262,44.263,3.674,8.72
2024-12-30,672.173,120.599039,3672.009,119.095492,3657.77,304.509352,3054.03,305.403,3015.824,301.5824,7723.438,393.573528,3363.098,451.916294,1590.839,408.646768,45.718,3.795,9.006
2024-12-31,646.744,116.036653,3521.276,114.206718,2710.287,225.631393,2283.467,228.3467,2243.833,224.3833,8080.586,411.773195,3556.469,477.900522,1777.977,456.717842,45.16,3.748,8.897
